,index,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
72,2221,2266,3,1,2,0,1,187 how I'm killin these hoes
73,2230,2275,3,1,2,0,1,2 faced bitch
74,2242,2287,3,1,2,0,1,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
75,2244,2289,3,1,2,0,1,2k coaches are retarded who would put a 5'10 point guard at the 3 tho.
76,2279,2324,3,1,2,0,1,90% of niggas goofy and act like bitches
77,2313,2359,3,1,0,2,2,maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.
78,2315,2361,3,1,2,0,1,and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!
79,2316,2362,3,1,2,0,1,"he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?"
80,2317,2363,3,1,2,0,1,no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less
81,2318,2364,3,1,2,0,1,"cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out"
82,2327,2373,3,1,2,0,1,Bc she's a cunt hoe bag
83,2328,2374,6,1,2,3,2,She looks like a plastic monkey doll!
84,2330,2376,3,1,2,0,1,go be cunt somewhere else
85,2331,2377,3,1,2,0,1,stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
86,2339,2385,3,1,2,0,1,fuck you tony...you greaseball piece of shit-
87,2344,2392,3,1,0,2,2,its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole
88,2347,2395,3,1,2,0,1,bitches are hoes don't be surprised
89,2368,2417,3,1,2,0,1,crusty hoe
90,2389,2438,7,1,6,0,1,lol bitches from riverside to LA ahah
91,2396,2445,3,1,2,0,1,so y'all niggaz ain't never listen to no slow shit with a bitch
92,2400,2449,3,1,2,0,1,that evil son of a bitch deserves everything that's coming to him
93,2406,2456,3,1,2,0,1,Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!
94,2421,2471,3,1,2,0,1,"haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would."
95,2422,2472,3,1,2,0,1,"so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then"
96,2439,2490,3,1,2,0,1,Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am
97,2442,2493,3,1,2,0,1,shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe
98,2451,2502,3,1,2,0,1,ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
99,2458,2509,3,1,2,0,1,would this faggot survive in TJ?
100,2460,2511,3,1,0,2,2,Hey Antony you speaks colored good
101,2461,2512,3,1,0,2,2,"Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke"
102,2469,2520,3,1,2,0,1,nah u just a fag
103,2470,2521,3,1,2,0,1,who invited this fag?
104,2479,2531,3,1,2,0,1,cut a bitch
105,2482,2535,3,1,2,0,1,until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
106,2488,2541,3,1,2,0,1,hoes.
107,2491,2544,3,1,2,0,1,nah im forreal both of yall pussies smell like some dried up crusty fish guts
108,2494,2547,3,1,2,0,1,fuck u bitch
109,2501,2554,3,1,2,0,1,go to sleep faggot!
110,2502,2555,3,1,2,0,1,your the one keeping me up faggot!
111,2504,2557,3,1,0,2,2,Johnny football is trash man. Trash. Lol.
112,2512,2565,3,1,2,0,1,you're our bitch though
113,2519,2573,3,1,2,0,1,oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;
114,2524,2579,3,1,2,0,1,lmfaoooo that's some fag shit man.
115,2535,2591,3,1,2,0,1,quit bein a little bitch B
116,2548,2605,3,1,2,0,1,omfg you elitist bitch no one cares what you think! go fuck yourselves are you in china anyway?
117,2553,2610,3,1,2,0,1,wow and there are white people and there are crackers. Guess which one u are.
118,2556,2613,3,1,2,0,1,Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga
119,2559,2616,3,1,2,0,1,Wigga wigga wigga wigga wigga
120,2562,2619,3,1,2,0,1,"nigga said ""I woke up in a bed fulla bitches that I ain't een fuckin"" but idc his shit bout to be 10x harder"
121,2563,2620,3,1,2,0,1,my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute
122,2565,2622,3,1,2,0,1,dumb bitch stfu
123,2580,2637,3,1,2,0,1,tell that boy he a hoe i just called him
124,2589,2646,3,1,2,0,1,too bad hes a faggot
125,2592,2650,3,1,2,0,1,did you get your volcano yet faggot
126,2619,2679,3,1,0,2,2,Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.
127,2630,2692,6,1,5,0,1,"always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
128,2631,2693,3,1,2,0,1,fosho my niggah il be over there just been real busy lately
129,2638,2700,3,1,2,0,1,seriously.. After that first conversation on your status he fb messaged me calling me a fag lololol
130,2639,2701,3,1,0,2,2,"He promised to stand with the muzzies, so..."
131,2641,2703,3,1,2,0,1,"ur weird, racist bitch."
132,2642,2704,3,1,2,0,1,no u eat it inbred trailer trash.
133,2658,2721,3,1,2,0,1,lmaooo naw nigga imma stay right in your mentions hoe
134,2661,2724,3,1,2,0,1,fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them
135,2671,2734,3,1,2,0,1,you got some hoes here yet?
136,2682,2745,3,1,2,0,1,"Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one"
137,2693,2757,3,1,2,0,1,We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass
138,2725,2791,3,1,2,0,1,"you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
139,2731,2799,3,1,2,0,1,waddup doe Lil nicca
140,2735,2803,3,1,2,0,1,a fucking verse from Don trip bitch stop assuming shit
141,2741,2809,3,1,2,0,1,ghetto ass Pocahontas .
142,2747,2815,3,1,2,0,1,dam bitch
143,2758,2826,3,1,2,0,1,"You don't know what I know. Name somebody colder, you monkey faced immigrant"
144,2769,2837,6,1,5,0,1,I fuck with Takeoff nigga get on the bitch and just snap
145,2777,2845,6,1,5,0,1,"he a real nigga tho, that bitch know her place"
146,2783,2851,3,1,2,0,1,bitch im 17? And i didnt follow you..? Hahaha
147,2791,2859,3,1,2,0,1,bitch
148,2802,2870,3,1,2,0,1,self low down black bitch?
149,2814,2882,3,1,2,0,1,yes because I too want to be fat and have a fat bitch wife
150,2818,2887,3,1,0,2,2,naw Bryan said it was trash hotel so we're staying somewhere else
151,2820,2889,3,1,2,0,1,way to delete your tweets you stanky bitch
152,2828,2897,3,1,2,0,1,Homeee fag
153,2831,2900,3,1,2,0,1,you become retarded
154,2836,2906,3,1,2,0,1,cause hes a faggot
155,2843,2913,3,1,2,0,1,ok! you billy goat hair hillbilly
156,2844,2914,3,1,2,0,1,you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood
157,2847,2917,3,1,2,0,1,pussy ass nigga.
158,2848,2918,3,1,2,0,1,Dawson and Nicky Hickman delete the fake account and and stop being bitches
159,2855,2925,3,1,2,0,1,ugly flat chested prude ass white bitch
160,2856,2926,3,1,2,0,1,"So I guess that makes us blacks double niggers, huh?"
161,2857,2927,6,1,4,1,1,naw u just retarded kinfolk lol
162,2872,2942,3,1,0,2,2,Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow
163,2873,2943,3,1,2,0,1,someone sent this to me months ago bitch
164,2878,2948,3,1,2,0,1,bitch kill yo self
165,2882,2952,3,1,2,0,1,fuck u u dumb ass bitch hoe
166,2887,2957,3,1,2,0,1,nigga byeeeee lmfao I'll be dammed if a fag stole my girl
167,2893,2963,6,1,5,0,1,thisty hoe
168,2897,2967,3,1,2,0,1,just found u and fuck is my cock hard! Love your dripping pussy
169,2908,2979,3,1,0,2,2,look at you with yellow fever.
170,2909,2980,3,1,2,0,1,cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-
171,2910,2981,3,1,2,0,1,haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..
172,2915,2986,3,1,2,0,1,he's a cheating wetback
173,2917,2988,3,1,2,0,1,I couldn't find the regular one faggot
174,2922,2993,3,1,2,0,1,shown* a tiny kitten you dumb fucking cunt
175,2923,2994,3,1,2,0,1,plot twist he is a faggot
176,2924,2995,3,1,2,0,1,my brother. Where tf you been at negro
177,2928,2999,3,1,2,0,1,"some people do shit to get shot at and then be like ""people hate me, I dodge bullets"". Karma is bitch."
178,2938,3009,3,1,2,0,1,cuz I was gunna smoke u out today. U a bitch tho
179,2944,3015,3,1,2,0,1,y'all niccas spark up
180,2945,3016,3,1,0,2,2,he wasn't training gook boy doe
181,2947,3019,6,1,5,0,1,you. A bitch too
182,2952,3024,3,1,0,2,2,you're from a trash can
183,2956,3028,3,1,2,0,1,gotta keep your bitch in check
184,2988,3061,3,1,2,0,1,"i just cant stand how people get all fucking amped about it, especially whiny bitches that even get scared at it"
185,2994,3068,3,1,2,0,1,"another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot"
186,3005,3080,3,1,2,0,1,you dirty little bitch
187,3019,3095,3,1,0,2,2,ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.
188,3020,3096,3,1,2,0,1,Lol that nigga a real retard
189,3027,3103,3,1,2,0,1,"LMAOOO ""black fag""..... why did I misread that??... I'm blocking you"
190,3031,3107,3,1,2,0,1,bitch ass
191,3038,3115,3,1,2,0,1,obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.
192,3040,3117,3,1,2,0,1,"awww, dis sellout nigguh still talking."
193,3053,3130,3,1,0,2,2,u both sorry to give racist a platform w his trash language Dana ur intvw was below kindergarten level
194,3064,3142,3,1,2,0,1,"Who is da ""we"" whitey?"
195,3072,3150,3,1,2,0,1,I know right so much retard
196,3078,3156,3,1,0,2,2,boy u look like big bird off of sesame street
197,3080,3158,3,1,2,0,1,bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy
198,3085,3163,3,1,2,0,1,thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.
199,3101,3179,3,1,2,0,1,you mean bitch ass pussy
200,3105,3183,3,1,2,0,1,you ain't 6 feet under its not over pussy
201,3109,3187,6,1,1,4,2,thats ghetto..
202,3114,3193,3,1,2,0,1,bra I'm bout to blaze this bitch
203,3115,3194,3,1,2,0,1,&amp; are bitches.
204,3130,3209,3,1,2,0,1,faggot
205,3131,3210,3,1,2,0,1,point that sasquatch bitch out
206,3137,3217,3,1,2,0,1,they can see this dumbass nigger
207,3143,3223,3,1,0,2,2,I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal
208,3149,3229,3,1,2,0,1,speak english prude ass white bitch
209,3162,3243,3,1,2,0,1,nice account faggot
210,3167,3249,3,1,2,0,1,"what an unfortunate clothing choice... Hoes with the crooked belly ring. Completes the ""dumb trash"" motif perfectly"
211,3174,3256,3,1,2,0,1,shut up fuckin beaner
212,3178,3260,3,1,2,0,1,pussy ass bitch
213,3201,3283,3,1,2,0,1,"nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!"
214,3202,3284,3,1,2,0,1,shoot that nigger bitch in the knees....
215,3215,3299,3,1,0,2,2,he's a greaser
216,3232,3316,3,1,2,0,1,i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
217,3233,3317,3,1,2,0,1,lol it's gonna be so fun got two niglets on the way
218,3237,3321,3,1,2,0,1,Gabby why are you so ghetto?
219,3238,3322,3,1,2,0,1,I am always there bitch!
220,3239,3323,3,1,2,0,1,nigra in da back
221,3243,3327,3,1,2,0,1,"lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground."
222,3248,3332,3,1,2,0,1,funky hoe you gone solo
223,3254,3338,3,1,2,0,1,first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo
224,3256,3340,3,1,2,0,1,"""babe it's the thought that counts""..""bitch you a thot"""
225,3264,3350,3,1,2,0,1,i wont ima come piss in yours bitch
226,3268,3354,3,1,2,0,1,we don't love this hoes
227,3274,3360,3,1,2,0,1,granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
228,3282,3368,3,1,2,0,1,lmao real shit though them bitches be dumb as fuck smh
229,3287,3373,6,1,5,0,1,bitch fck all lay wat you wanna do
230,3294,3380,3,1,2,0,1,screw the little porch monkey!
231,3295,3381,3,1,2,0,1,"the coon, n coon wanna b got what they should have, except should have been more time in jail"
232,3297,3383,3,1,2,0,1,y don't both of those fat bitches die
233,3307,3393,3,1,2,0,1,bitch I got plans to fuck tonight I said friday nigga
234,3311,3397,3,1,2,0,1,haha you playin nigga I fuck bitches make money and smoke that straight og kush
235,3314,3400,3,1,2,0,1,dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch
236,3333,3419,3,1,0,2,2,I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...
237,3339,3425,3,1,2,0,1,lick my pussy and ma crack
238,3344,3430,3,1,2,0,1,you knw where i am pussy i hate when u ask me tht
239,3352,3438,3,1,0,2,2,I'll ask you same question Do you support border jumpers Do you support illegals
240,3359,3445,3,1,2,0,1,"LOL that Caitlyn.. ""Can't carry 3 retards"""
241,3373,3460,3,1,2,0,1,omfg or the other pics of the tranny lmao
242,3384,3471,3,1,2,0,1,same here. Fucking hated that bitch.
243,3387,3474,3,1,2,0,1,lmao hell yea.. I love thick bitches &amp; thick bitches love fat niggas.
244,3438,3528,3,1,2,0,1,and you look like hmmm a nigger
245,3443,3533,3,1,0,2,2,I wonders why dare ain't no colored folk up dare?
246,3446,3536,3,1,2,0,1,lol nigga just walk in that hoe looking for girls don't even wanna buy nothing
247,3459,3550,3,1,0,2,2,Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our
248,3469,3561,6,1,0,5,2,they call me yellow bone
249,3477,3569,6,1,5,0,1,Id break that little bitches finger
250,3483,3576,6,1,4,1,1,you a bitch nigga
251,3487,3580,3,1,2,0,1,1v1 gun game pussy
252,3488,3581,3,1,2,0,1,fag
253,3494,3587,3,1,2,0,1,"listen cuntrag whore bitch, shit be expensive as fuck, man. We had to do PR first that one year, this year was the wedding so."
254,3495,3588,3,1,2,0,1,lyin ass bitch
255,3498,3591,3,1,2,0,1,I love Louis CK! Quit bein a faggot and suck that dick
256,3500,3593,3,1,2,0,1,Shin's a faggot. I'm glad your chipped him.
257,3527,3621,3,1,2,0,1,thanks bruh dont ever forget we still on the look out for these faggots .................................
258,3529,3623,3,1,2,0,1,Is you sure you ain't colored?
259,3539,3633,3,1,2,0,1,you a fucking wigger so stfu
260,3543,3637,3,1,2,0,1,fag
261,3547,3641,3,1,2,0,1,a nicca anxious to hear that shit my g
262,3556,3651,3,1,2,0,1,u can just ask him to suck his dick not that hard white trash
263,3558,3653,3,1,2,0,1,shit pic master hoe protecting ass bow tie nigga
264,3576,3672,6,1,5,0,1,"I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?"
265,3580,3676,3,1,2,0,1,also is search of dirty white trash hookers for the weekends
266,3587,3683,3,1,2,0,1,why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!
267,3590,3686,3,1,2,0,1,Tyler isn't shit faggot go listen to some real music
268,3604,3700,3,1,0,2,2,&lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!
269,3619,3717,3,1,2,0,1,you're gay bitch
270,3623,3721,3,1,2,0,1,bitch answer me lol
271,3629,3727,3,1,2,0,1,that means you're balling if you're Jewish lol I don't love hoes lol
272,3632,3730,3,1,2,0,1,"please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks."
273,3642,3742,3,1,2,0,1,Feels like it's been a year since I seen ya queer lolol
274,3645,3745,3,1,2,0,1,don't let idiots that can't even spell retarded get you down.
275,3653,3753,3,1,2,0,1,you're a bitch
276,3659,3760,3,1,2,0,1,&lt; I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds
277,3661,3762,3,1,2,0,1,? Are you a race traitor or just a dumbass?
278,3663,3764,9,1,8,0,1,"Just like ""FAT CHICKS NEED LOVE TOO"" I guess. Some Jeffrey Dommer Type would be all over that sloppy ho."
279,3665,3766,3,1,0,2,2,tranny
280,3686,3793,3,1,2,0,1,"You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down."
281,3693,3800,3,1,2,0,1,fuck no faggot
282,3697,3804,3,1,2,0,1,you wouldn't last a day there hoe.
283,3703,3810,3,1,2,0,1,faggot
284,3704,3811,3,1,2,0,1,i know bout yo wack ass dreads nigger
285,3705,3812,3,1,2,0,1,nah you're a nigger
286,3709,3816,3,1,2,0,1,Cowboys fans are cunts? Stop the presses!
287,3710,3817,3,1,2,0,1,Are we still talking about animals? I know some Asian folks that would love to see how you prepare your pussy before eating it.
288,3715,3822,3,1,2,0,1,block or mute the cunt
289,3718,3825,3,1,2,0,1,or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!
290,3727,3834,3,1,2,0,1,aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living
291,3731,3838,3,1,2,0,1,Where the fuck were you this summer bitch?
292,3737,3844,3,1,2,0,1,dont favorite me you faggot
293,3739,3846,3,1,2,0,1,shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
294,3740,3847,3,1,2,0,1,teabaggers are extremely dumb...
295,3742,3849,3,1,2,0,1,"pretty sure you meant flight and not flite, dumb ass cracker."
296,3747,3854,3,1,2,0,1,lmao cunt
297,3767,3875,3,1,2,0,1,I know nigs
298,3771,3879,6,1,5,0,1,I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch
299,3777,3885,3,1,2,0,1,bitch your yuck
300,3780,3888,3,1,2,0,1,lmaooo hell naw nigga you must was playing school of blind and cripple
301,3819,3929,3,1,2,0,1,Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :)
302,3821,3931,3,1,2,0,1,u stupid fuk head bitch
303,3828,3938,3,1,2,0,1,if I can get this bitch to go --&gt;&gt;
304,3836,3946,3,1,2,0,1,is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy
305,3837,3947,3,1,2,0,1,r u a faggot?
306,3840,3950,3,1,2,0,1,psh if a (sexy) bitch gotta sexy voice she can easily get shit goin
307,3849,3960,3,1,2,0,1,Inch that bitch out and flick it wit my tongue like a damn pinada
308,3850,3961,3,1,2,0,1,don't pay dem bitches and they dirty ass chucks no mind bro
309,3872,3985,3,1,2,0,1,"""I'm a dirty ass nigga with a clean dick. Fucked a bitch in her ass then she sucked my dick."" omg Lil B we aren't ready."
310,3881,3995,3,1,2,0,1,do it pussy
311,3888,4002,3,1,2,0,1,"niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch"
312,3889,4003,3,1,2,0,1,so your a dumb bitch?
313,3890,4004,3,1,2,0,1,ur so anal stfu for once u bitch
314,3895,4009,6,1,5,0,1,bitch who is you?
315,3899,4013,3,1,2,0,1,bitch nobody want you
316,3907,4021,3,1,0,2,2,your a big yute to be having slits in your brows my darg lol drop it out
317,3913,4027,3,1,2,0,1,ratchet white trash
318,3924,4040,3,1,2,0,1,they bout to try and hoe you next
319,3937,4053,3,1,2,0,1,She doin homework you jiggaboo. Let her be
