,id,sample,unac,cons,submitdate,lastpage,lan,seed,startdate,datestamp,gender,age,english,pre_happy,difficulties,post_happy,own_definition,synthetic_voices,daily_encounter,negative_experience,familiar_definition,agree_definition,verification,user_comment,voice_gender,google_pitch,sample_id
43,2,43_sample_7809_p+10_f.wav,23.0,12.0,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Female,10.0,7809
44,2,44_sample_7809_p+10_m.wav,,,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Male,10.0,7809
45,2,45_sample_9064_p-10_f.wav,,,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Female,-10.0,9064
46,2,46_sample_9064_p-10_m.wav,,,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Male,-10.0,9064
47,2,47_sample_9064_p+10_f.wav,,,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Female,10.0,9064
48,2,48_sample_9064_p+10_m.wav,54.0,42.0,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Male,10.0,9064
49,2,49_sample_9093_p-10_f.wav,86.0,62.0,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Female,-10.0,9093
50,2,50_sample_9093_p-10_m.wav,,,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Male,-10.0,9093
51,2,51_sample_9093_p+10_f.wav,,,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Female,10.0,9093
52,2,52_sample_9093_p+10_m.wav,84.0,17.0,2023-11-05 16:56:11,59,en,120022409,2023-11-05 16:46:44,2023-11-05 16:46:44,Male,29,Fluent,80,No,78,Using foul language against a group of people,1,90,Yes,Yes,Yes,Yes,,Male,10.0,9093
53,4,01_sample_22967_p-10_f.wav,95.0,85.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,22967
54,4,02_sample_22967_p-10_m.wav,99.0,94.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,22967
55,4,03_sample_22967_p+10_f.wav,95.0,90.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,22967
56,4,04_sample_22967_p+10_m.wav,94.0,87.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,22967
57,4,05_sample_2994_p-10_f.wav,95.0,89.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,2994
58,4,06_sample_2994_p-10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,2994
59,4,07_sample_2994_p+10_f.wav,97.0,90.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,2994
60,4,08_sample_2994_p+10_m.wav,93.0,86.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,2994
61,4,09_sample_3913_p-10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,3913
62,4,10_sample_3913_p-10_m.wav,70.0,50.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,3913
63,4,11_sample_3913_p+10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,3913
64,4,12_sample_3913_p+10_m.wav,70.0,58.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,3913
65,4,13_sample_4382_p-10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,4382
66,4,14_sample_4382_p-10_m.wav,20.0,14.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,4382
67,4,15_sample_4382_p+10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,4382
68,4,16_sample_4382_p+10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,4382
69,4,17_sample_5213_p-10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,5213
70,4,18_sample_5213_p-10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,5213
71,4,19_sample_5213_p+10_f.wav,90.0,75.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,5213
72,4,20_sample_5213_p+10_m.wav,91.0,82.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,5213
73,4,21_sample_6037_p-10_f.wav,93.0,82.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,6037
74,4,22_sample_6037_p-10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,6037
75,4,23_sample_6037_p+10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,6037
76,4,24_sample_6037_p+10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,6037
77,4,25_sample_60c5d6bf5659ea5e55def51c_p-10_f.wav,16.0,8.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55def51c
78,4,26_sample_60c5d6bf5659ea5e55def51c_p-10_m.wav,15.0,5.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55def51c
79,4,trickQuestion,0.0,99.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,,,
80,4,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,10.0,5.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c
81,4,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55def51c
82,4,29_sample_60c5d6bf5659ea5e55defbed_p-10_f.wav,85.0,60.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defbed
83,4,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defbed
84,4,31_sample_60c5d6bf5659ea5e55defbed_p+10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defbed
85,4,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed
86,4,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,62.0,46.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defd2b
87,4,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,60.0,40.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defd2b
88,4,35_sample_60c5d6bf5659ea5e55defd2b_p+10_f.wav,60.0,30.0,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defd2b
89,4,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defd2b
90,4,37_sample_7699_p-10_f.wav,,,2023-11-06 16:06:52,59,en,1037337359,2023-11-06 15:47:33,2023-11-06 15:47:33,Female,27,Advanced,63,No,54,"Public Speech, that is expressing hate towards a specific group (like religion, sexual orientation, origin, ...)",0,11,No,No,Yes,Yes,,Female,-10.0,7699
